title;company;location;description
ANALISTA 1 EN ÁREA NOC /SOC.;por defecto;por defecto;Empresa de comunicaciones y tecnología esta en búsqueda de un analista nivel 1 en área NOC /SOC. Requisitos: • Mínimo 1 año de experiencia continua como analista nivel 1 en área NOC o SOC- • Manejo de tecnología Fortinet- excluyente • Disponibilidad para hacer Turnos rotativos 24x7 • Técnico o ingeniería en TI-Redes- Ciberseguridad - Beneficios: * Seguro de salud complementario 100% pagado por la empresa * Día de cumpleaños libre * Aguinaldos * Grato ambiente laboral
ANALISTA BI DATABRICK;por defecto;por defecto;EN ABENIS ESTAMOS EN BUSQUEDA DE: Cargo: ANALISTA BI FUNCIONES: •Gestionar proyectos de inteligencia de negocios •Comprender el real potencial y las limitaciones de la inteligencia de negocios •Gestionar, conocer y aplicar herramientas de Inteligencia de Negocios EXPERIENCIA: Al menos 3 años de experiencia relevante como Analista de Inteligencia de Negocios Modalidad: Hibrida Formación: Licenciatura/Diplomado en Ingeniería, Informática o Análisis para inteligencia de Negocio (o experiencia equivalente) Requisitos: • Experiencia trabajando con Databricks/Spark/Hadoop • Conocimiento profundo de los principios, procedimientos y mejores prácticas de inteligencia de negocios. • Experiencia demostrable aprovechando AWS, Databricks y otras tecnologías pertinentes para desarrollar e implementar pipelines de datos • Conocimientos avanzados de lenguajes de programación como Python, SQL y Scala • Conocimiento profundo de tecnologías de procesamiento y almacenamiento de datos como Apache Spark, AWS S3 • Familiaridad con procedimientos ETL/ELT, diseño de esquemas y modelado de datos • Certificaciones de Databricks • Conocimientos en las siguientes tecnologías de inteligencia de negocios: • Herramientas de ETL y Visualización de Analítica. • Plataformas de Big Data. • Algoritmos de minería de datos. • Estadística para analisis de negocios. • Modelamiento y análisis descriptivo. • Modelamiento y análisis predictivo. • Preparación de datos: integridad, calidad y homologación. • Exploración visual de datos. • Indicadores, reportes y tableros. PLAZO: Inicial 4 meses con posibilidades de extensión CONTRATO: 1 mes Plazo Fijo, 2 meses Plazo Fijo y luego Contrato Indefinido BENEFICIOS: Seguro Complementario de Salud Aguinaldos Navidad-Fiestas Patrias Caja de Compensación HORARIO: 09:00 a 18:00 horas lunes a viernes MODALIDAD: Presencial 1er MES luego HIBRIDA Interesados enviar antecedentes con pretensiones de renta a asaez@abenis.cl
ANALISTA DE NEGOCIOS (REEMPLAZO);por defecto;por defecto;Profesional titulado con experiencia en manejo de datos mediante SQL y en Power BI para reemplazo de 21 días (con posibilidad de extensión) en empresa financiera. Deseable: Experiencia en sector financiero o banca. Ubicación: Las Condes, cerca del Metro Manuel Montt. Modalidad: Híbrida, 1 o 2 días a la semana presencial el resto remoto. Horario: Lunes a Viernes 08:30 a 18:00 hrs. Interesados, por favor enviar CV con pretensión de renta.
DESARROLLADOR/A .NET - ANTOFAGASTA;por defecto;por defecto;Importante empresa dedicada al rubro de maquinarias pesadas ubicada en Antofagasta requiere incorporar a su equipo a Desarrollador/a .NET, por proyecto de 6 meses para trabajar de lunes a jueves de 8:15 a 18:00 hrs y viernes de 8:15 a 13:30 hrs. Funciones: - Desarrollo e implementación de módulo de registro y análisis de fallas en la plataforma RESO. - Diseño de Interfaz de Usuario Front End: Crear y optimizar la interfaz de usuario para mejorar la experiencia del usuario. - Programación Backend: Desarrollar y mantener la lógica del servidor y las bases de datos. - Gestión de Bases de Datos: Manejar y optimizar bases de datos para garantizar un almacenamiento y recuperación eficientes de datos. - Integración de Sistemas: Asegurar que los componentes del frontend y backend trabajen armónicamente. - Pruebas y Depuración: Realizar pruebas para garantizar la funcionalidad, seguridad y eficiencia del software. - Auditar y Controlar de manera integral funcionamiento de los sistemas a nivel global. - Asistir y Analizar la mejor solución Informática en base a las necesidades de los clientes Nacionales e Internacionales. - Desarrollar y Documentar soluciones informáticas en base a las necesidades de los clientes Internos y Externos. - Controlar y Contribuir en la mantención y entrega de los Activos Fijos - Computacionales de la compañía. Requisitos: Contar con título de Ingeniería en Informática o similar. - Contar con al menos 3 años de experiencia en desarrollo de software en .NET. - Manejo de lenguajes C#, HTML, CSS y Java Script. - Manejo de arquitectura MVC, Net Core y API. - Manejo de Bootstrap, Jquery, devops, git y SQL. - Conocimientos de Diseño y UX/UI. - Conocimientos de plataformas Docker y Kubernet. Se ofrece: - Renta líquida mensual de $2.395.000. - - Colación. - Bus Acercamiento.
PMO ÁGIL SENIOR;por defecto;por defecto;Axity, Somos una compañía con más de 35 años de trayectoria nuestro portafolio de servicios es uno de los más grandes en la industria: Estrategia Digital, Desarrollo de Software, Bussiness Intelligence, Big Data, Analítica Avanzada, Seguridad, IOT Buscamos PMO Senior. Encargado de realizar todos los procesos necesarios para que se cumpla la ejecución optima y exitosa de los proyectos TI, definiendo estándares, metodología y técnicas durante todo el ciclo de vida de proyectos, prestado asesorías, formación, orientación y apoyo a otras áreas de la División TI respecto a la gestión de sus proyectos, generando reportaría a la Jefatura como apoyo para la toma de decisiones. Responsable de asegurar que el proyecto en todas sus dimensiones se ejecute a cabalidad, con los estándares de calidad acordados y a plena satisfacción del cliente, así también es responsable del inicio, planificación, control y seguimiento, escalamiento estratégico y desbloqueo de problemas. Atento a lo que suceda con el equipo y cuidar la relación política y estratégica con el cliente. Requisitos: Profesional con al menos 5 año de experiencia en gestión de proyectos ágiles. Experiencia comprobable en servicios de PMO. Conocimientos: Metodologías ágiles: Scrum, Kanban, Lean. Certificaciones deseables: PMI-ACP, CSM, CSPO. Implementación y adaptación de metodologías ágiles en equipos multifuncionales. Herramientas ágiles: Jira, Trello, Confluence o similares. Contrato plazo fijo y luego indefinido, Modalidad de trabajo hibrido (Las Condes)
ANALISTA DE CIBERSEGURIDAD - PROVIDENCIA;por defecto;por defecto;DESCRIPCIÓN DEL PUESTO Institución del sector de seguros y previsión social se encuentra en la búsqueda de un Analista de Ciberseguridad para formar parte de su equipo tecnológico. Este rol es clave para la protección de la infraestructura interna, asegurando la seguridad de la información y la continuidad operativa de la organización. Responsabilidades: Monitorear sistemas y tráfico de red para detectar actividades inusuales y gestionar respuestas efectivas. Identificar y evaluar vulnerabilidades en la infraestructura que puedan representar amenazas cibernéticas. Colaborar en la implementación de políticas de seguridad de la información y la mejora continua de procesos. Realizar pruebas de penetración y análisis de riesgos para evaluar el nivel de seguridad existente. Coordinar con otras áreas de TI la implementación de controles de ciberseguridad. Elaborar reportes periódicos sobre el estado de la seguridad y proponer mejoras. REQUISITOS Formación académica: Título técnico superior o universitario en Informática, Ciberseguridad y/o Redes y Conectividad. Experiencia profesional: Mínimo 2 años de experiencia en roles relacionados con Ciberseguridad. Habilidades técnicas: Dominio avanzado de sistemas operativos Windows y Linux. Conocimientos sólidos en protocolos de comunicación y programación. Experiencia en seguridad informática y ciberseguridad, incluyendo normativas como ISO 27032, NITS, Cobit 5, ITIL y otras regulaciones legales. Capacidad para administrar herramientas de seguridad como SIEM, Firewall, VPN, IDS, IPS, y antivirus. Conocimientos en protección de datos personales y legislación sobre delitos informáticos. Experiencia en el desarrollo de campañas de phishing ético y concientización en seguridad informática. BENEFICIOS Condiciones del cargo: Lunes a jueves 8:55 a 17:30 hrs. y los días viernes 8:55 a 15:20 hrs. / 37 horas semanales. 3 meses plazo fijo con renovación a indefinido según desempeño. Trabajo 100% presencial. Beneficios: A partir de contrato indefinido: Convenio Saba para descuento en estacionamiento, Seguro de salud (costo compartido), Bono vestuario, 5 días administrativos al año, Medio día de cumpleaños. Bono alimentación entre otros.
INGENIERO DE SOFTWARE;por defecto;por defecto;En ACL empresa líder de Tecnología con más de 30 años de trayectoria, nos encontramos en búsqueda de un ingeniero Informático, en computación o carrera a fin, para desempeñar el cargo de Ingeniero de Software, con 3 años de experiencia, trabajo modalidad hibrida: Requerimientos excluyentes: Conocimiento en: JAVA, Services REST, ANGULAR JS, OAUTH 2 –Seguridad, J2EE (deseable), Análisis UML y Desarrollo de Software. (Excluyente, de preferencia con cursos o especialización en las mencionadas herramientas). Confeccionar la documentación definida en el desarrollo del proyecto. Manejo de postman, SoapUi Capacidad de Gestión Experiencia en Análisis y Desarrollo. Experiencia en análisis de modelo o de apoyo ingenieríl. Experiencia en Administración de Proyectos Utilización de la herramienta agiles (jira, confluence; planner). Algunos de los beneficios que puedes acceder: Cursos gratis en ACL Academy Beca para amigos/familia en Academy Invitaciones al TechDay de ACL mensual Unirte a un gran equipo de trabajo con acompañamiento continuo. Bonos x Eventos. Y muchos más beneficios! * Trabajamos bajo la ley 21.015 de inclusión de personas con discapacidad, todos son invitados a participar. Si quieres unirte a los #acelianos y ser parte de este gran equipo de trabajo, no dudes en postular por el portal o enviándonos tu cv a selección@acl.cl
ANALISTA DE CONTROL Y GESTIÓN SENIOR - SANTIAGO;por defecto;por defecto;¿Quieres tener la oportunidad de adquirir experiencia profesional en una empresa con más de 10 años en el rubro de las telecomunicaciones, desarrollando proyectos para Chile? ¡Ésta es tu oportunidad! Buscamos a profesional con habilidades en control y gestión para departamento de Administración y finanzas con la elaboración de presupuestos y nos brinde apoyo en las decisiones estratégicas. ¿Cuáles son las actividades? • Generación de reportes operativos que permitan brindar apoyo en la toma de decisiones estratégicas. • Apoyo en la elaboración y control del presupuesto. • Consolidar KPI financieros y operativos para reuniones de Gerencia. • Diseñar y desarrollar reporte solicitados. • Proponer y realizar seguimiento a planes de mejoras que surjan de reportes y reuniones gerenciales. Requisitos ¿Qué buscamos? Titulados en Ingeniería en Control de Gestión, Ingeniería Comercial, Ingeniería Civil Industrial. Experiencia de 2 a 3 años en cargos similares. Manejo de Excel nivel avanzado. Conocimientos en Power BI o alguna de sus herramientas. Habilidades de comunicación efectiva, gestión del tiempo, resolución de problemas y alta capacidad de trabajo en equipo. Beneficios ¿Qué ofrecemos? Contrato de trabajo con horario de oficina Caja de Compensación Los Andes Seguro complementario de vida y salud.
PRODUCT OWNER SENIOR;por defecto;por defecto;Axity, Somos una compañía con más de 35 años de trayectoria nuestro portafolio de servicios es uno de los más grandes en la industria: Estrategia Digital, Desarrollo de Software, Bussiness Intelligence, Big Data, Analítica Avanzada, Seguridad, IOT. Buscamos Product Owner senior. Tiene como principal responsabilidad priorizar los elementos del Product backlog (Artefacto) y entregar los elementos necesarios del negocio para que el Development Team, pueda realizar su trabajo adecuadamente. Identificar las necesidades de los clientes internos como externos; y el valor a desarrollar en cada sprint de trabajo. Participar en la priorización y escritura de épicas e historias de usuario, priorización del backlog y la comunicación de la visión de la empresa y de negocio a los equipos de trabajo. Generar instancias de mejora continua basadas en evidencia. Participar con los equipos ágiles durante el proceso de desarrollo de tareas backlog. Requisitos: Analista de Sistemas / Ingeniero de Ejecución en Informática / Ingeniero en Computación o similar Más de 4 años en gestión de productos ágiles. Conocimientos: Metodologías ágiles: Scrum, Kanban. Gestión de stakeholders. Definición y priorización de backlog. Herramientas: Jira, Trello. Habilidades Técnicas: Análisis de negocio. Redacción de historias de usuario. Gestión de roadmap de producto. Habilidades Blandas: Comunicación y negociación. Visión estratégica y orientación a resultados. Colaboración con equipos multifuncionales. Se ofrece: Contrato plazo fijo y luego indefinido, Modalidad de trabajo hibrido (Las Condes)
INGENIERO DE SOPORTE NIVEL 2, BILINGÜE “ESPAÑOL/INGLES”;por defecto;por defecto;Puesto: Ingeniero de Soporte Nivel 2, Bilingüe “español/ingles” Ubicación: Santiago, Las Condes. Tipo de Contrato: 3 meses a prueba y luego pasa a indefinido Tiempo Completo Salario: Acorde a mercado Descripción del Puesto: En INGESOFT estamos en búsqueda de un Ingeniero o Técnico de Soporte de Nivel 2 que sea Bilingüe y altamente calificado para unirse a nuestro equipo. El candidato será responsable del soporte a usuarios en uno de nuestros clientes en modalidad on site, supervisión de tareas TI y administración de plataformas de acuerdo al nivel solicitado, entre otras tareas asociadas al soporte TI. Se requiere un manejo avanzado de Microsoft 365 y Sharepoint Online. Responsabilidades: • Brindar soporte técnico de Nivel 2 a equipos y usuarios internos tanto en inglés como en español. • Soporte de plataforma SharePoint Online y Microsoft 365. • Coordinación y ejecución de actividades diarias, semanales y mensuales. • Escalar incidencias a los equipos de Nivel 3 cuando sea necesario y hacer un seguimiento para garantizar la resolución oportuna. • Colaborar con los equipos de Nivel 3 para implementar soluciones nuevas o a problemas recurrentes. • Documentar todos los incidentes y soluciones en el sistema de gestión de tickets. • Participar en proyectos de mejora continua y automatización de procesos de soporte. • Mantener un inventario actualizado de todos los equipos y recursos TI del cliente. • Supervisión de proyectos del cliente. Requisitos: • Título en Ingeniería en Sistemas, Informática, Telecomunicaciones o afines. • Experiencia mínima de 5 años en roles de Soporte Técnico, preferiblemente en Nivel 2. • Fluidez en inglés y español, tanto escrito como hablado (se realizará prueba de idioma). • Conocimientos avanzados en sistemas operativos Windows. • Manejo avanzado de Microsoft 365. • Habilidad para trabajar de manera independiente y en equipo bajo presión. • Excelentes habilidades de comunicación y atención al cliente. Beneficios: • Contrato a plazo indefinido. • Salario de acuerdo a mercado. • Oportunidades de crecimiento y desarrollo profesional. • Ambiente de trabajo dinámico y multicultural. Si estás buscando un desafío en tu carrera y cumples con los requisitos, ¡te invitamos a postularte y ser parte de nuestro equipo!
COORDINADOR(A) COMERCIAL MULTISEGMENTO PARA VALDIVIA- OSORNO;por defecto;por defecto;Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar a un/a Coordinador(a) Comercial Multisegmento para Valdivia y Osorno, quién será responsable del cumplimiento de las metas de venta de los segmentos Residencial y Pyme en la zona o macrozona de su ámbito, mediante la gestión comercial general de los canales presenciales que le sean asignados. Esta gestión considera la búsqueda e implementación, supervisión y administración de canales de venta presencial que la empresa requiera; generar y/o implementar acciones tácticas de Activación de canales remotos; entre otras responsabilidades. Funciones Principales: •Responsable de gestionar los canales bajo su cargo o responsabilidad funcional, con el objetivo de cumplir las metas comerciales (venta y/o fidelización) que la empresa determine periódicamente. •Debe implementar y controlar las campañas de atención y prospección de clientes que la empresa determine para entregar soluciones comerciales de distinta índole (captación, fidelización, venta cruzada, contención, etc.) pudiendo ser campañas de tipo presencial o remoto. •Debe implementar en su zona las actividades o campañas que la empresa determine, con la finalidad de Activar flujo de compras en canales remotos. •Debe buscar de forma permanente, la oportunidad de implementar canales de venta eficientes, de bajo costo y que propongan excelencia de gestión y alto estándar en la experiencia de clientes que atienda. Qué necesitamos de ti: -Ingeniero Comercial, Civil Industrial, Administración de Empresas u otras afines. -Deseable 2 años de experiencia en las áreas comerciales, de administración y/o personas, mejor aún si viene del rubro de las Telecomunicaciones. -Contar con licencia clase B para movilización propia. -Competencias requeridas: Gestión comercial, técnicas de venta, metodología de planificación, administración de ventas, Liderazgo, Proactividad, Alta capacidad analítica. Qué te ofrecemos: -Seguro complementario de salud -Tarde libre al mes y por cumpleaños -Tarjeta de almuerzo Amipass -Buses de acercamiento -Actividades Programa Vida Saludable (charlas, campeonatos, operativos médicos, apoyo psicológico) -Programa de reconocimiento (antiguedad, servicio, valores Gtd) -Posibilidades de desarrollo profesional -Celebraciones hitos importantes ¡Te invitamos a postular!
COORDINADOR(A) COMERCIAL MULTISEGMENTO PARA PUERTO MONTT;por defecto;por defecto;Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar a un/a Coordinador(a) Comercial Multisegmento para Puerto Montt y Chiloé, quién será responsable del cumplimiento de las metas de venta de los segmentos Residencial y Pyme en la zona o macrozona de su ámbito, mediante la gestión comercial general de los canales presenciales que le sean asignados. Esta gestión considera la búsqueda e implementación, supervisión y administración de canales de venta presencial que la empresa requiera; generar y/o implementar acciones tácticas de Activación de canales remotos; entre otras responsabilidades. Funciones Principales: •Responsable de gestionar los canales bajo su cargo o responsabilidad funcional, con el objetivo de cumplir las metas comerciales (venta y/o fidelización) que la empresa determine periódicamente. •Debe implementar y controlar las campañas de atención y prospección de clientes que la empresa determine para entregar soluciones comerciales de distinta índole (captación, fidelización, venta cruzada, contención, etc.) pudiendo ser campañas de tipo presencial o remoto. •Debe implementar en su zona las actividades o campañas que la empresa determine, con la finalidad de Activar flujo de compras en canales remotos. •Debe buscar de forma permanente, la oportunidad de implementar canales de venta eficientes, de bajo costo y que propongan excelencia de gestión y alto estándar en la experiencia de clientes que atienda. Qué necesitamos de ti: -Ingeniero Comercial, Civil Industrial, Administración de Empresas u otras afines. -Deseable 2 años de experiencia en las áreas comerciales, de administración y/o personas, mejor aún si viene del rubro de las Telecomunicaciones. -Contar con licencia clase B para movilización propia. -Competencias requeridas: Gestión comercial, técnicas de venta, metodología de planificación, administración de ventas, Liderazgo, Proactividad, Alta capacidad analítica. Qué te ofrecemos: -Seguro complementario de salud -Tarde libre al mes y por cumpleaños -Tarjeta de almuerzo Amipass -Buses de acercamiento -Actividades Programa Vida Saludable (charlas, campeonatos, operativos médicos, apoyo psicológico) -Programa de reconocimiento (antiguedad, servicio, valores Gtd) -Posibilidades de desarrollo profesional -Celebraciones hitos importantes ¡Te invitamos a postular!
INGENIERO EN REDES, RF/RAN (TELECOMUNICACIONES) - SANTIAGO;por defecto;por defecto;Buscamos a Ingenieros en Telecomunicaciones, para desempeñarse en el cargo “Ingeniero en Redes” que tiene por objetivo en las competencias necesarias para asumir la administración de nuestros proyectos. ¿Cuáles son las actividades? Resguardar equipamiento de medición (Drive test). Revisar, gestionar y mantener un control de los Drive Test. Probar equipamientos de nuevas tecnologías. Generación mensual de informes en Power BI. Gestión de ordenes de compras de equipos del área. Requisitos ¿Qué buscamos? Egresados y/o titulados en alguna de la carrera; Ingeniería en telecomunicaciones, Conocimiento en RAN, en temas derivados de tecnología Móvil, excel nivel Intermedio, manejo de trabajo bajo presión, trabajo en equipo, pensamiento innovador. Deseable Manejo SQL básico, Manejo de equipos de medición RF, software para procesar DriveTest en redes RAN. Beneficios ¿Qué ofrecemos? Contrato de trabajo a plazo fijo por 1 meses, posterior ir sujeto a rendimiento. Seguro complementario de salud, beneficios varios al firmar contrato indefinido. Oportunidades de crecimiento, proyección y desarrollo profesional. Nuevos desafíos.
TÉCNICO DOMICILIARIO DE TELECOMUNICACIONES DESCONEXIONES;por defecto;por defecto;Estamos en búsqueda de Técnicos Domiciliarios de Telecomunicaciones para distintas áreas de servicio y zonas dentro de la ciudad de Concepción. Para importante Empresa de Telecomunicaciones en Chile. Objetivo del Cargo: Personal en terreno capacitado para resolver problemas relacionados con FTTH, enfocándose en el retiro de equipos y desconexiones en CTO. Requisitos: Licencia clase B al día. Residencia en Concepción o alrededores. Contar con vehículo equipado (No excluyente) Contar con EPP altura (No excluyente) Experiencias: Instalación, Configuración y Mantención en FTTH. Mínimo 3 meses de experiencia. Competencias Personales: - Capacidad de colaborar ampliamente con todos los miembros de su equipo de trabajo. - Flexibilidad al momento de discutir y analizar alternativas diversas para dar solución a situaciones problemáticas. - Capacidad y disponibilidad necesaria para desarrollar relaciones interpersonales adecuadas. Beneficios: -Ofrecemos un grato equipo de trabajo, jornadas flexibles y sueldo acorde al mercado. -Uniformes, Capacitaciones y Certificaciones. Únete a SOPORTEVISION! Tendrás un grato equipo de trabajo!! Envíanos tu cv a contacto@soportevision.cl.
DESARROLLADOR BACKEND JAVA – CONTRATO PROYECTO 6 MESES.;por defecto;por defecto;Al menos 3 años de experiencia en: • Lenguaje java 1.8 Openjdk • Experiencia desarrollos base de datos Oracle y Lenguaje SQL (PL-SQL Oracle) • Experiencia desarrollo base de datos y Lenguaje SQL (Stored Procedure MSSQL) • Gestion de versionamiento de componentes con GIT, conocimiento y experiencia con modelo Gitflow. • Implementación de clientes de integración REST/SOAP • Experiencia de servidores de aplicaciones como JBOSS EAP o Oracle WEBLOGIC • Manejo de proyectos java mediante maven. • Conocimiento de Sistema operativo Linux para manejo de archivos. • Implementación de seguridad en servicios de integración mediante JWT o Auth2. • Entorno de programación eclipse. • Trabajo Presencial (Santiago Centro) Interesados o referidos favor enviar cv actualizado a pcares@bctecnologia.com indicando en asunto de e-mail cargo al cual postula (Desarrollador BackEnd Java)
INGENIERO DE SOPORTE CANALES B2C- VALDIVIA;por defecto;por defecto;Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar a un/a Ingeniero de Soporte Canales B2C para Valdivia, quién se encargará de apoyar la gestión comercial de canales de venta B2C, mediante planificación, control de indicadores y soporte (comercial, administrativo y logístico), dentro de lo cual se cuentan como principales focos de gestión. Funciones Principales: -Efectuar el control de la gestión global de la subgerencia, para los segmentos residencial y pyme en todo el ámbito de ventas de canales presenciales (gestión comercial, control de costos del área, desarrollo de procesos, metodologías de gestión, entre otros), dando visibilidad de resultados y proponiendo mejora continua. -Desarrollar la planificación de la subgerencia mediante investigación, casos de negocio, metodologías de seguimiento, confección de procedimientos, apoyo a la planificación táctica de ventas en conjunto con los jefes de gestión comercial multisegmento, llevando registro del avance de la planificación y retroalimentando las partes oportunamente. -Apoyar la gestión de los canales de venta, ocupándose de la logística en los procesos operativos y administrativos, manteniendo registro actualizado y completo de todos los indicadores de la subgerencia. Qué necesitamos de ti: - Ingeniero Comercial, Civil Industrial, Administración de Empresas u otras afines. - Deseable 2 años de experiencia en áreas comerciales, de administración y/o personas. -Ideal conocimiento en Telecomunicaciones, informática, software, etc. -Movilización propia. -Gestión de Proyectos, Conocimiento de Metodologías, Capacidad analítica, Trabajo en equipo, Alto nivel de relacionamiento Qué te ofrecemos: -Seguro complementario de salud -Tarde libre al mes y por cumpleaños -Tarjeta de almuerzo Amipass -Buses de acercamiento -Actividades Programa Vida Saludable (charlas, campeonatos, operativos médicos, apoyo psicológico) -Programa de reconocimiento (antiguedad, servicio, valores Gtd) -Posibilidades de desarrollo profesional -Celebraciones hitos importantes ¡Te invitamos a postular!
INGENIERO DE DATOS E IOT TECNOX;por defecto;por defecto;Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar a un/a Ingeniero de Datos e IoT TecnoX, quién será encargado/a de Diseñar, liderar y participar de forma activa en el desarrollo de proyectos, asociados a mejoras e implantación de tecnologías y servicios relacionados con datos e IoT, que apoyan de forma directa o indirectamente el buen desarrollo del negocio de la empresa; y de los procesos internos; manteniendo a la compañía actualizada en relación a los cambios tecnológicos y nuevas tendencias de consumo de los servicios TI. De acuerdo con las políticas y normas de la organización, asegurando la calidad comprometida y promoviendo la satisfacción de los clientes y la mejora continua de los procesos. Funciones Principales: • Diseñar, liderar e implementar proyectos relacionados con datos e IoT y las capacidades definidas y nuevas para clientes mediante los mejores estándares y prácticas de la industria. • Investigación, diseño y análisis de tecnologías de datos e IoT, junto con los costos asociados a proyectos enfocados a mejoras e implantación de nuevas tecnologías. • Construir y transmitir la información relevante asociadas a los proyectos de datos e IoT en ejecución, con la cual las áreas de productos e innovación y desarrollo puedan desarrollar o modificar la oferta de soluciones, capacidades, productos y servicios. • Construir y transmitir la información relevante asociadas a los proyectos en ejecución, con la cual las áreas de continuidad e ingeniería de la Gerencia de Servicios TI puedan identificar las responsabilidades asociadas a nuevos servicios y los cambios en servicios modificados. • Trabajar de forma activa con proveedores en aspectos técnicos, cotizaciones y procesos de licitaciones asociados a los proyectos asignados. • Gestionar los proyectos a su cargo en base a las metodologías y normas escogidas por la gerencia como PMO, Itil u otras. • Acompañar en las fases de lanzamiento e inicio de comercialización de nuevas soluciones en aspectos de preventa, arquitectura y reuniones con clientes. • Participar en las actividades de entrenamiento y capacitación que le sean asignadas por la Gerencia de Personas y obtener las certificaciones que lo avalen. • Mantener un registro de sus actividades según lineamientos que le entregue su jefatura. • Cumplir las normativas y lineamientos de seguridad de la información, a fin de cumplir con los requerimientos regulatorios y certificación ISO 27.001. Qué necesitamos de ti: - Poseer título de Ingeniería Informática, industrial, electrónica, telecomunicaciones o carrera afín. -Dominio de Inglés Técnico. -Deseable Certificaciones técnicas en herramientas asociadas a IoT, análisis de datos e inteligencia de negocios y/o en Itil, Cobit, y gestión de proyectos. DP-203 Ingeniero de Datos de Microsoft - Contar con al menos 1 año en administración y arquitectura de plataformas TI e IoT. -Mantener en competencias un nivel superior en: comunicación y trabajo en equipo, capacidad de auto aprendizaje, creatividad, discreción y orientación al cliente. Alto nivel de Innovación y adaptación. Qué te ofrecemos: -Seguro complementario de salud -Tarde libre al mes y por cumpleaños -Tarjeta de almuerzo Amipass -Buses de acercamiento -Actividades Programa Vida Saludable (charlas, campeonatos, operativos médicos, apoyo psicológico) -Programa de reconocimiento (antiguedad, servicio, valores Gtd) -Posibilidades de desarrollo profesional -Celebraciones hitos importantes ¡Te invitamos a postular!
INGENIERO DE GESTIÓN TECNOLÓGICA E INNOVACIÓN TI;por defecto;por defecto;Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar a un/a Ingeniero de Datos e IoT TecnoX, quién será encargado/a de Diseñar, liderar y participar de forma activa en el desarrollo de proyectos, asociados a mejoras e implantación de tecnologías y servicios relacionados con datos e IoT, que apoyan de forma directa o indirectamente el buen desarrollo del negocio de la empresa; y de los procesos internos; manteniendo a la compañía actualizada en relación a los cambios tecnológicos y nuevas tendencias de consumo de los servicios TI. De acuerdo con las políticas y normas de la organización, asegurando la calidad comprometida y promoviendo la satisfacción de los clientes y la mejora continua de los procesos. Funciones Principales: • Diseñar, liderar e implementar proyectos relacionados con datos e IoT y las capacidades definidas y nuevas para clientes mediante los mejores estándares y prácticas de la industria. • Investigación, diseño y análisis de tecnologías de datos e IoT, junto con los costos asociados a proyectos enfocados a mejoras e implantación de nuevas tecnologías. • Construir y transmitir la información relevante asociadas a los proyectos de datos e IoT en ejecución, con la cual las áreas de productos e innovación y desarrollo puedan desarrollar o modificar la oferta de soluciones, capacidades, productos y servicios. • Construir y transmitir la información relevante asociadas a los proyectos en ejecución, con la cual las áreas de continuidad e ingeniería de la Gerencia de Servicios TI puedan identificar las responsabilidades asociadas a nuevos servicios y los cambios en servicios modificados. • Trabajar de forma activa con proveedores en aspectos técnicos, cotizaciones y procesos de licitaciones asociados a los proyectos asignados. • Gestionar los proyectos a su cargo en base a las metodologías y normas escogidas por la gerencia como PMO, Itil u otras. • Acompañar en las fases de lanzamiento e inicio de comercialización de nuevas soluciones en aspectos de preventa, arquitectura y reuniones con clientes. • Participar en las actividades de entrenamiento y capacitación que le sean asignadas por la Gerencia de Personas y obtener las certificaciones que lo avalen. • Mantener un registro de sus actividades según lineamientos que le entregue su jefatura. • Cumplir las normativas y lineamientos de seguridad de la información, a fin de cumplir con los requerimientos regulatorios y certificación ISO 27.001. Qué necesitamos de ti: - Poseer título de Ingeniería Informática, industrial, electrónica, telecomunicaciones o carrera afín. -Dominio de Inglés Técnico. -Deseable Certificaciones técnicas en herramientas asociadas a IoT, análisis de datos e inteligencia de negocios y/o en Itil, Cobit, y gestión de proyectos. DP-203 Ingeniero de Datos de Microsoft - Contar con al menos 1 año en administración y arquitectura de plataformas TI e IoT. -Mantener en competencias un nivel superior en: comunicación y trabajo en equipo, capacidad de auto aprendizaje, creatividad, discreción y orientación al cliente. Alto nivel de Innovación y adaptación. Qué te ofrecemos: -Seguro complementario de salud -Tarde libre al mes y por cumpleaños -Tarjeta de almuerzo Amipass -Buses de acercamiento -Actividades Programa Vida Saludable (charlas, campeonatos, operativos médicos, apoyo psicológico) -Programa de reconocimiento (antiguedad, servicio, valores Gtd) -Posibilidades de desarrollo profesional -Celebraciones hitos importantes ¡Te invitamos a postular!
